CAMIS,ZIPCODE,INSPECTION_DATE,SCORE,GRADE
50084485,10451,5/8/2019,8,A
50089195,10016,7/23/2021,5,A
41617855,10463,6/29/2017,19,B
50060720,11385,2/28/2022,77,C
50073971,11358,3/2/2019,7,A
50122175,10029,5/12/2022,16,B
40865946,10036,5/12/2017,3,A
50102688,10032,10/15/2021,10,A
41305028,10017,2/16/2022,12,A
40373888,10012,5/4/2022,7,A
50033708,11211,10/24/2022,9,A
50085536,11691,7/18/2022,9,A
50081412,10024,1/8/2020,10,A
50017475,11368,2/22/2018,26,B
50097268,10314,11/4/2019,10,A
50123933,10020,9/27/2022,12,A
50037412,10169,7/30/2019,5,A
50086779,11226,8/24/2021,29,C
50051746,10028,9/3/2019,19,B
50045536,11355,11/14/2019,12,A
50080081,10018,10/29/2019,13,A
50118502,11105,4/19/2022,22,B
41711597,11215,7/22/2021,9,A
50071771,11372,11/20/2019,23,B
50059876,10013,10/29/2019,55,C
40733334,11205,2/10/2022,20,B
50085693,11215,12/19/2019,71,C
50086679,11201,8/6/2021,9,A
50063209,11106,3/12/2020,8,A
50095034,11211,5/21/2022,7,A
50060139,10036,5/2/2017,13,A
50103221,11214,3/9/2020,10,A
41652034,11224,7/8/2019,24,B
50071949,11204,2/26/2020,22,B
41097973,11222,2/6/2019,12,A
41176438,10472,9/16/2016,28,C
50107247,11218,10/25/2022,28,C
50000522,10028,12/27/2019,2,A
50051018,10018,1/30/2020,22,B
41716870,11222,5/1/2019,16,B
41004486,10012,12/4/2019,41,C
50114963,11208,12/29/2021,9,A
50012705,11004,7/19/2021,9,A
50051787,10031,9/26/2016,21,B
41702645,11232,3/1/2022,11,A
50079804,10461,1/2/2020,12,A
41087130,10022,3/23/2022,0,A
41704437,11233,2/20/2020,13,A
50074305,11354,12/6/2019,20,B
50035710,10002,10/30/2018,13,A
40623604,10024,3/10/2022,10,A
50002284,11238,11/15/2019,26,B
40402238,11226,3/4/2020,23,B
50036902,11226,10/31/2017,12,A
50002626,10002,6/9/2022,72,C
40557912,10040,4/1/2022,28,C
41271036,10025,1/27/2022,7,A
50086543,11374,12/16/2019,10,A
50089328,10001,3/22/2022,6,A
40587915,11414,2/7/2022,13,A
50090493,10462,1/29/2020,10,A
50058767,11374,12/6/2021,10,A
50046787,11377,2/24/2020,3,A
41350902,11356,12/17/2019,21,B
50005854,11385,9/6/2022,54,C
50060427,11217,9/6/2019,10,A
50110938,11220,10/20/2022,31,C
41073604,10011,1/15/2020,10,A
41543885,10012,7/27/2021,9,A
50070592,10002,5/19/2022,0,A
41403323,10018,5/30/2019,13,A
41519688,10019,2/3/2022,9,A
50002846,11368,8/5/2017,22,B
41362553,11430,8/10/2022,12,A
41558513,11230,3/3/2020,12,A
50045070,10003,10/21/2019,13,A
41691166,10036,7/27/2017,32,C
50067310,11433,3/30/2022,22,B
50102460,10019,6/6/2022,13,A
50068160,11201,7/1/2019,48,C
50064069,11101,3/22/2022,26,B
50094145,10033,10/10/2019,3,A
50069918,11216,2/20/2020,6,A
41692397,10013,1/13/2020,19,B
40807236,10304,10/1/2019,5,A
50013704,11103,10/22/2019,19,B
50090839,11201,7/20/2019,7,A
41568894,11222,9/7/2021,10,A
50044577,10460,10/15/2019,7,A
50111348,11217,8/4/2022,13,A
50061283,11105,11/14/2019,7,A
40604004,10075,9/25/2019,12,A
50042632,11209,5/9/2022,22,B
41040849,10017,6/26/2019,17,B
50074803,11229,10/25/2021,34,C
41472695,11211,1/29/2020,12,A
50108318,11432,10/18/2021,12,A
50065353,10301,6/11/2019,20,B
50094719,10454,1/29/2020,19,B
50048823,10012,5/22/2019,13,A
50116363,11222,11/9/2021,50,C
41408464,11217,5/24/2017,13,A
50033480,11225,9/20/2019,15,B
41447825,10002,8/30/2022,29,C
41091113,10453,3/3/2022,14,B
50117386,11230,10/6/2022,26,B
50088841,11366,11/2/2019,12,A
41293456,10012,8/18/2017,16,B
50115450,10002,8/30/2022,7,A
50073021,11206,1/8/2020,18,B
40925558,10022,7/20/2021,9,A
40698410,11220,12/26/2019,9,A
50092211,10018,8/27/2019,6,A
50035115,11417,1/28/2022,18,B
41208272,10014,1/16/2020,5,A
50006741,10018,7/5/2022,33,C
41345374,11413,5/20/2019,10,A
50043859,10459,3/17/2018,19,B
50105275,10014,11/10/2021,13,A
50060360,10003,4/11/2022,35,C
50105499,11435,10/19/2021,12,A
50085884,10455,9/12/2022,25,B
50015747,10455,8/29/2017,18,B
50015893,10305,11/14/2019,10,A
50091099,11216,12/21/2019,10,A
50101984,11426,12/16/2021,10,A
41586126,10002,6/17/2019,22,B
41677967,10007,7/2/2019,12,A
41686535,11420,10/17/2019,11,A
41651670,11207,5/23/2022,12,A
41182682,10314,8/27/2019,25,B
50017756,10036,6/14/2022,39,C
41676543,10038,4/26/2022,50,C
50064127,11213,11/9/2018,18,B
50065446,10018,9/2/2022,5,A
50017261,10006,11/26/2019,13,A
50092491,10029,8/4/2022,13,A
40374277,10001,1/10/2020,12,A
50067394,10033,10/24/2019,13,A
50067671,10023,10/26/2017,25,B
50035310,10012,10/5/2019,35,C
50119087,10019,3/7/2022,2,A
50089671,11229,9/27/2022,11,A
41452652,11103,6/2/2022,13,A
50070636,11234,3/1/2022,4,A
50097468,10457,7/13/2022,12,A
41553996,11237,4/27/2022,23,B
40898366,10271,3/15/2022,21,B
50110324,11214,12/27/2021,17,B
41319436,11236,7/22/2022,0,A
50105420,10001,7/12/2022,10,A
50084872,10472,5/11/2022,57,C
50046794,11385,7/27/2022,21,B
50120293,11206,9/23/2022,25,B
41601496,10461,8/12/2021,21,B
50037823,11220,8/25/2021,10,A
40364715,10011,2/26/2018,53,C
50015891,10459,5/17/2019,12,A
50125874,10017,8/15/2022,9,A
50071711,10457,10/12/2018,12,A
50070895,11218,12/30/2019,28,C
41478531,10012,3/6/2019,12,A
50015416,11217,6/6/2022,13,A
50089226,10011,5/13/2019,13,A
41662826,11216,9/19/2019,11,A
50039280,11354,6/30/2017,20,B
50071025,10002,12/3/2019,6,A
50040962,10009,10/11/2016,25,B
50053401,11372,2/7/2022,5,A
50043393,11222,3/10/2022,3,A
50006765,11215,5/8/2019,11,A
40978571,11230,3/18/2019,7,A
41183278,11369,3/6/2019,2,A
50078731,11385,7/20/2021,29,C
50047245,10016,3/21/2019,27,B
50115661,10472,8/24/2022,5,A
50039207,11354,5/29/2019,7,A
50101467,10001,2/13/2020,20,B
41463046,10470,5/27/2022,20,B
50088038,10003,1/10/2020,8,A
50106492,10001,7/5/2022,31,C
50061025,10038,7/29/2021,19,B
50058673,11211,8/27/2021,11,A
40954215,11105,4/13/2022,13,A
50076290,10004,5/12/2022,27,B
50037092,11418,4/8/2022,17,B
50070212,11220,6/14/2022,20,B
50088087,11205,8/5/2021,9,A
41418367,11204,12/7/2021,26,B
50043079,10128,8/31/2022,13,A
50080081,10018,4/20/2022,24,B
50117413,10019,3/16/2022,33,C
41513756,10472,10/9/2019,17,B
50119696,11211,4/5/2022,7,A
40360045,11223,1/5/2022,12,A
41663033,11435,11/27/2019,32,C
50120623,10469,5/19/2022,9,A
50102548,10028,12/8/2021,3,A
50110683,11372,6/2/2021,3,A
50063187,10462,9/5/2019,11,A
50085670,11367,1/14/2019,12,A
50098704,10021,8/3/2022,2,A
40389681,10307,5/7/2019,15,B
41231634,11378,9/14/2018,21,B
50060258,10038,1/19/2022,0,A
40399560,10036,5/1/2019,12,A
41339329,11238,12/4/2019,13,A
50113307,10029,4/22/2022,0,A
50127840,11223,9/26/2022,64,C
50067580,10011,8/2/2018,24,B
50051111,11370,5/17/2022,5,A
50044423,11435,7/1/2022,31,C
50049655,10014,1/3/2020,7,A
50047788,11237,9/18/2019,22,B
40783748,11379,2/13/2020,24,B
50003990,11221,2/26/2020,14,B
50005732,10031,12/11/2017,9,A
50034429,10467,2/18/2020,18,B
41641276,10003,7/29/2021,16,B
50120024,10021,5/4/2022,0,A
41194925,11357,9/19/2019,12,A
41236119,10014,4/23/2019,7,A
41578669,10024,3/2/2022,9,A
41665255,10019,3/21/2019,7,A
50034676,10021,3/11/2020,7,A
50071749,11354,8/21/2019,35,C
41685267,11216,5/21/2018,4,A
50033552,10027,4/6/2022,29,C
41360464,11356,10/3/2019,24,B
50003978,10002,7/11/2017,12,A
41632050,10312,2/11/2019,23,B
50115119,11235,2/22/2022,15,B
41272215,10128,2/17/2022,12,A
50106639,10457,6/10/2022,35,C
41577981,11213,4/25/2022,28,C
50078675,11208,7/12/2022,0,A
50012705,11004,8/9/2018,18,B
41455211,11366,10/5/2016,13,A
50037511,10014,3/13/2017,20,B
50008585,11361,10/25/2022,11,A
50056647,10016,3/12/2020,12,A
41502172,10006,8/3/2021,18,B
50106250,11373,10/15/2021,2,A
50070665,10451,10/21/2019,8,A
50091820,10002,1/28/2022,23,B
41600677,10013,2/27/2020,12,A
41235592,10023,10/12/2022,17,B
50015023,11430,6/21/2017,9,A
50066938,11367,6/11/2018,24,B
50007127,10004,5/11/2022,42,C
41609414,11213,7/8/2019,11,A
50106318,11354,12/7/2021,11,A
41588059,11691,1/2/2020,10,A
50009340,11215,1/24/2019,16,B
50088887,11235,9/3/2021,33,C
50115365,11215,6/6/2022,19,B
40749096,10036,5/8/2018,46,C
41391456,10128,5/19/2022,42,C
41656934,10019,3/4/2020,36,C
40512258,10012,6/25/2019,13,A
50056337,10036,9/5/2019,13,A
50052345,11385,2/7/2020,36,C
41604098,11354,1/25/2018,10,A
50110133,11212,8/24/2021,16,B
50067717,10017,4/11/2019,9,A
50060926,11430,4/26/2017,36,C
50050745,11238,12/29/2016,12,A
50104475,11372,8/9/2021,9,A
50039305,10305,3/14/2018,20,B
50017978,10003,11/13/2019,24,B
41694302,11234,5/7/2019,12,A
50063311,11354,7/7/2022,0,A
50123749,11201,9/30/2022,25,B
50041835,11377,7/6/2019,26,B
41257427,11217,12/30/2016,7,A
50108319,11236,10/14/2022,2,A
50077905,11213,8/30/2021,13,A
50014098,11211,4/17/2019,7,A
50104537,11205,6/24/2022,22,B
41433190,11004,4/26/2016,5,A
50086256,10013,9/28/2022,25,B
40572960,11373,12/23/2019,27,B
50128418,10467,10/18/2022,36,C
50092373,10018,12/26/2019,7,A
41083839,10281,5/28/2019,5,A
50111811,10003,5/18/2022,25,B
50097927,11375,9/18/2019,17,B
50051748,11237,4/28/2022,0,A
50041569,10301,2/12/2020,13,A
41664706,11355,7/10/2018,9,A
40512172,11102,9/20/2019,13,A
50089951,11385,2/5/2020,9,A
41685527,10028,6/5/2018,11,A
40392766,11234,9/12/2019,32,C
50017243,10011,7/8/2019,13,A
50047733,11205,7/30/2019,4,A
41699662,11223,9/1/2022,0,A
50116373,10011,4/20/2022,12,A
40813634,10036,8/13/2019,38,C
50058953,10032,2/4/2022,21,B
50106285,10038,5/26/2022,13,A
50051282,10457,9/11/2017,33,C
50051903,11422,8/28/2019,27,B
50012264,11222,8/15/2019,9,A
50057837,10026,8/5/2021,16,B
50096644,11215,12/15/2021,9,A
41444809,10036,1/31/2020,12,A
50018601,11201,9/8/2021,13,A
41676908,11229,3/3/2022,22,B
50088024,10039,6/3/2022,13,A
50058431,11217,8/12/2019,9,A
50085595,10013,7/23/2019,11,A
50076291,11220,1/10/2019,28,C
50083809,11373,7/11/2019,12,A
41042983,11229,7/27/2021,23,B
50009225,11238,10/26/2017,76,C
50068085,10005,7/26/2019,20,B
41301130,10013,12/16/2019,12,A
50082136,10001,9/6/2019,13,A
50045234,11103,10/17/2019,15,B
50112261,11411,6/8/2022,0,A
50113513,10309,6/3/2022,10,A
50059187,10019,8/26/2019,11,A
41439796,10457,7/29/2017,36,C
50124539,10453,8/24/2022,12,A
50040391,10301,4/5/2018,37,C
41541736,10013,11/26/2019,13,A
50001835,10002,7/2/2019,13,A
50090075,11220,4/30/2019,7,A
41665031,11103,4/22/2022,22,B
50051668,11225,7/15/2022,0,A
41618312,10469,4/7/2022,18,B
41382329,11220,11/2/2018,45,C
50080258,10468,10/12/2022,2,A
50103737,11216,3/14/2022,32,C
50100866,11354,6/22/2022,13,A
50043823,11375,1/25/2020,16,B
41100003,10016,2/7/2019,35,C
50050099,11219,12/26/2019,7,A
50064714,11201,1/29/2020,10,A
50090321,10026,8/3/2022,18,B
50075369,11101,10/9/2019,11,A
50102204,11373,5/6/2022,10,A
41401458,10031,4/5/2022,0,A
50018388,11385,5/25/2022,9,A
50074803,11229,4/13/2022,12,A
50090759,11212,4/8/2022,33,C
50080893,10065,8/27/2019,12,A
50032988,10014,12/4/2019,35,C
50097057,10309,5/31/2022,40,C
50064194,10029,10/4/2019,10,A
50018453,10019,8/14/2019,21,B
41719663,10012,5/17/2017,12,A
41700974,10176,8/7/2017,21,B
41616179,11355,4/14/2022,42,C
50119799,11213,4/28/2022,38,C
40361618,11356,5/16/2019,12,A
41705968,11235,4/16/2019,19,B
40383496,10004,4/25/2022,12,A
41223822,10024,10/3/2022,51,C
50006232,10470,4/12/2022,12,A
50098841,11419,3/2/2022,24,B
50084860,11206,8/23/2021,20,B
50034535,11375,4/6/2018,13,A
50105587,10302,9/21/2022,8,A
50074193,10457,2/10/2022,27,B
50105550,11231,2/23/2022,15,B
50059794,10463,7/1/2019,10,A
50057901,10065,1/7/2020,24,B
41286260,11238,8/20/2019,8,A
50120787,10017,4/11/2022,12,A
50097983,11354,10/7/2019,11,A
41219576,11211,8/14/2021,26,B
50087672,11216,3/5/2020,12,A
40980062,10314,2/9/2022,26,B
50046173,11201,8/1/2019,10,A
41124515,10038,2/7/2019,13,A
41649359,10121,3/16/2018,18,B
41254605,11238,10/17/2019,10,A
50083522,11237,11/13/2019,13,A
50090664,11354,12/19/2019,18,B
40862619,10310,9/11/2019,11,A
50034597,10309,10/30/2018,26,B
50043173,11209,6/23/2022,5,A
50076221,11356,6/16/2022,12,A
50082137,10001,9/16/2019,12,A
41524567,11230,4/27/2022,39,C
50035412,10312,10/30/2019,13,A
40370766,10017,10/23/2019,17,B
41235545,11103,7/18/2019,9,A
50080978,10314,11/5/2018,30,C
50053139,11102,1/27/2022,12,A
40799991,11249,6/17/2022,5,A
41693802,11361,8/5/2019,23,B
41350624,11354,8/1/2017,10,A
40543355,11368,3/30/2022,5,A
41362530,11430,8/8/2022,12,A
50043790,11372,2/2/2020,37,C
50124683,10030,10/3/2022,12,A
50100415,10461,12/10/2019,12,A
41348754,11211,7/22/2021,21,B
40687217,11226,7/30/2019,10,A
50083058,11220,5/27/2022,31,C
41519688,10019,3/22/2019,11,A
40751835,10013,1/4/2022,16,B
50098771,10456,1/23/2020,12,A
50056649,10016,4/25/2019,6,A
50108389,10002,9/1/2022,21,B
50101641,10306,10/26/2021,3,A
50078829,11434,2/28/2019,9,A
50033658,11428,10/23/2019,7,A
40929097,10002,5/3/2019,22,B
50052920,11385,9/5/2019,2,A
40946043,11694,3/9/2022,13,A
50048097,10022,12/18/2019,16,B
50066247,11414,9/14/2022,50,C
50074122,10024,8/27/2021,27,B
50043970,10455,10/2/2019,25,B
41700785,11223,1/28/2020,7,A
50054666,11419,7/10/2019,11,A
50087061,11220,12/9/2019,32,C
50064436,11201,9/19/2022,39,C
50055697,10039,9/26/2019,12,A
50000759,10010,4/4/2019,7,A
41263883,11217,2/8/2022,9,A
50101161,11206,11/12/2021,0,A
40901214,10314,6/26/2019,20,B
41283831,10003,2/4/2020,6,A
40399611,11205,8/30/2022,24,B
50100711,10468,3/2/2020,7,A
41623174,11101,2/24/2022,21,B
50038180,11211,5/22/2019,11,A
41643705,11366,8/17/2022,0,A
41681367,11418,9/7/2022,4,A
50033695,11354,5/6/2019,36,C
41687136,11209,3/10/2020,13,A
50064714,11201,4/11/2019,9,A
50077940,10011,3/3/2020,24,B
41010271,10009,1/15/2020,18,B
50035140,11230,1/3/2018,12,A
50055342,11040,11/20/2018,13,A
50069505,11209,11/26/2019,9,A
41591363,11420,5/17/2017,6,A
50012283,10467,12/11/2019,12,A
50019154,11204,6/10/2019,8,A
50099840,10016,3/21/2022,13,A
50060293,10028,10/4/2018,13,A
41222296,11249,2/10/2022,9,A
50011308,11201,2/28/2022,27,B
41198352,10301,5/22/2019,13,A
50056825,11204,8/13/2019,13,A
50088242,11201,6/15/2022,12,A
50104152,10016,9/15/2021,15,B
50102460,10019,3/13/2020,11,A
50077519,11220,1/29/2020,4,A
50059297,11375,2/7/2018,5,A
41127209,11211,6/3/2019,15,B
50038162,11101,5/12/2022,2,A
50106074,11419,8/31/2021,37,C
50004274,11372,9/1/2021,9,A
41701185,11238,12/13/2018,50,C
50047345,11215,7/19/2017,12,A
41669959,10013,8/12/2022,9,A
40578058,11373,1/27/2022,20,B
40607093,10465,8/9/2021,0,A
50051873,11413,11/26/2018,28,C
50048058,11421,4/7/2022,12,A
50000068,10018,8/30/2019,8,A
41485393,11220,3/10/2020,20,B
50001933,10025,3/2/2020,9,A
50095290,10027,8/18/2022,32,C
41688805,11375,4/26/2022,39,C
50086998,11434,4/14/2022,29,C
41600621,10001,8/20/2021,8,A
50079475,11216,2/16/2022,24,B
40547933,11414,1/22/2018,0,A
50077371,11235,9/14/2021,9,A
50103709,11209,10/13/2022,18,B
41604545,11375,3/5/2020,9,A
50045787,10018,1/10/2020,7,A
50050792,10003,9/7/2019,16,B
50076639,11354,9/30/2019,7,A
41401242,10465,4/15/2022,15,B
50085533,11201,11/18/2019,27,B
50018219,10024,7/21/2022,19,B
50011959,11230,2/10/2020,11,A
41386156,11228,9/6/2022,52,C
50019025,11411,5/21/2018,10,A
40801855,10019,9/14/2022,25,B
50001045,10036,3/14/2022,10,A
40572494,11103,8/11/2021,5,A
50045793,11237,5/30/2019,29,C
41139219,11211,9/14/2018,20,B
41456225,10017,10/15/2019,2,A
50001939,11432,3/15/2022,9,A
40396464,10022,8/22/2022,38,C
50036849,11209,9/3/2019,63,C
50120298,10459,10/18/2022,5,A
50068205,11385,10/2/2019,10,A
40545227,11104,1/15/2020,7,A
50091908,10128,2/26/2020,29,C
40606331,10036,2/20/2020,13,A
50101203,11231,1/6/2020,17,B
50120654,11208,6/7/2022,42,C
50066094,10036,8/25/2021,8,A
40377560,11413,9/27/2021,13,A
50062912,10065,10/27/2018,7,A
50072943,11373,7/18/2019,10,A
41259672,10464,8/10/2017,11,A
41666300,11213,8/17/2021,83,C
50036924,10010,5/20/2019,15,B
40930101,10013,10/19/2022,22,B
40365882,10001,2/8/2022,12,A
50091161,11236,11/13/2019,18,B
41237165,10002,11/6/2019,12,A
50069708,11212,1/23/2020,13,A
50075608,10038,1/28/2019,12,A
50107421,10451,1/5/2022,32,C
41688121,11217,1/25/2017,3,A
40862491,11101,2/10/2022,19,B
50117066,10001,7/12/2022,23,B
50107752,10001,8/16/2021,13,A
40944804,10018,9/11/2019,24,B
40814843,10031,11/1/2021,19,B
50058903,11103,8/4/2021,22,B
41688234,11217,5/11/2018,5,A
41583426,11103,11/13/2019,13,A
50057824,10002,12/3/2019,11,A
50058812,11423,12/20/2018,10,A
50112865,11354,7/12/2022,0,A
50096003,10314,12/16/2019,67,C
50076604,10001,8/30/2022,10,A
41678085,11373,6/13/2019,8,A
41594669,11211,2/14/2019,18,B
50038177,10452,1/7/2020,11,A
50075658,11354,8/3/2022,12,A
40704315,10014,3/3/2020,23,B
50087108,10021,3/21/2019,13,A
40569838,10451,1/8/2020,13,A
50072004,11435,8/31/2022,9,A
41640011,11217,3/29/2019,7,A
40605862,11201,2/26/2020,13,A
50050922,11368,1/24/2022,21,B
50117965,10128,1/14/2022,2,A
41277564,11372,3/6/2019,13,A
50076747,10309,3/30/2022,12,A
40391339,10029,8/12/2021,7,A
41372518,11212,9/16/2022,24,B
41049219,10459,10/3/2022,16,B
50003350,10455,10/7/2019,20,B
50098364,11378,10/3/2022,18,B
41689361,10007,3/6/2020,11,A
41257223,11430,10/17/2019,10,A
50111125,10004,1/26/2022,27,B
50115184,11205,7/27/2022,58,C
50095248,10036,11/4/2021,8,A
41269387,10018,10/3/2022,12,A
50059806,10016,3/6/2018,10,A
41715036,10019,4/26/2022,8,A
50057571,11226,8/2/2021,32,C
41634226,11105,2/22/2020,4,A
41688479,11385,3/12/2020,2,A
40978159,10075,12/13/2016,13,A
50112938,10027,5/23/2022,11,A
41721782,11211,8/1/2019,13,A
50063974,11221,6/25/2019,9,A
40553443,10013,2/21/2019,19,B
41337205,10011,10/30/2019,12,A
50056337,10036,2/10/2020,12,A
50046957,11105,6/27/2022,11,A
41604710,10458,8/16/2021,3,A
50043985,10012,6/21/2019,22,B
50088630,10459,6/17/2022,0,A
50066778,10002,3/19/2019,25,B
41272100,10028,8/28/2019,11,A
50051903,11422,7/29/2019,20,B
40560953,10036,4/25/2018,5,A
41251661,11210,3/18/2019,13,A
50106729,10032,6/3/2022,0,A
50075270,11417,4/1/2022,3,A
41238641,10013,7/29/2022,12,A
50079228,11373,8/6/2019,12,A
50073572,10002,3/7/2018,59,C
50054887,11418,9/16/2019,7,A
50054848,11238,4/4/2019,13,A
41357064,11222,8/8/2019,20,B
50105070,11373,7/29/2022,42,C
41176692,11435,9/6/2019,30,C
50093799,10001,10/4/2019,10,A
50065815,10018,10/5/2018,12,A
41653879,10027,6/10/2019,25,B
41684486,11221,1/18/2022,53,C
50066644,10012,3/19/2019,31,C
50012113,11358,6/6/2022,35,C
50043693,10455,1/6/2020,18,B
50047834,11236,4/7/2022,29,C
41716870,11222,3/24/2018,12,A
50085359,10025,12/17/2019,13,A
50014239,10456,2/6/2020,11,A
40748959,11211,8/15/2019,20,B
41455211,11366,12/12/2017,16,B
50078750,11435,7/22/2019,13,A
50057983,11368,6/21/2019,13,A
50124696,10301,7/13/2022,28,C
41273461,10301,3/2/2022,26,B
50016804,11220,7/24/2019,19,B
41204031,10021,9/17/2019,55,C
50105685,11004,6/10/2022,7,A
40563475,10012,2/14/2022,6,A
50011673,10002,11/7/2019,5,A
50001189,11238,3/8/2018,19,B
50052917,10014,1/26/2022,12,A
41207580,11372,3/5/2020,25,B
50009013,11220,9/13/2022,54,C
41552525,11106,4/27/2022,36,C
40748959,11211,9/9/2019,13,A
50058394,10309,10/26/2017,10,A
41458695,11358,12/12/2019,9,A
50124754,10468,9/23/2022,19,B
50106369,10306,1/20/2022,10,A
50003808,11216,5/16/2018,13,A
50038113,10475,7/23/2021,0,A
41698000,10017,9/12/2017,19,B
41340129,10468,4/23/2019,7,A
50099543,10036,11/4/2021,7,A
40699061,11385,9/25/2019,13,A
50044761,10039,1/10/2022,21,B
41476127,10013,6/17/2019,21,B
40372596,11213,9/9/2022,7,A
41343933,11219,3/24/2022,9,A
50033125,10314,4/11/2022,13,A
50065187,11209,5/10/2022,7,A
41653607,10010,9/21/2022,30,C
40367790,11226,9/21/2022,11,A
41586213,10463,5/29/2019,9,A
50017672,11367,5/16/2017,12,A
41144476,11226,7/22/2021,19,B
41508258,10303,10/10/2018,21,B
41246444,10012,1/28/2020,5,A
50058097,11213,1/25/2022,9,A
41219092,10016,5/31/2022,48,C
41426418,11377,6/16/2017,12,A
50075350,11103,4/19/2018,45,C
40402717,10001,1/3/2022,40,C
50104893,11213,11/19/2021,11,A
40510341,10023,2/3/2022,8,A
40641437,10075,8/27/2019,26,B
50032988,10014,1/6/2020,12,A
41310853,11375,4/26/2022,10,A
50075764,11231,8/2/2019,11,A
50006286,11201,12/23/2019,7,A
40401093,10024,3/2/2022,13,A
41714085,11201,6/20/2019,19,B
50089589,11235,1/8/2020,13,A
41513165,11372,7/1/2019,9,A
50071685,10462,3/30/2022,13,A
50100486,11220,12/18/2019,30,C
50063010,10454,6/20/2018,53,C
50003500,10003,2/21/2019,25,B
41705757,11225,10/8/2019,13,A
41617377,10036,9/6/2019,10,A
41301130,10013,3/15/2022,10,A
41642860,11369,1/18/2018,2,A
50095573,10038,10/4/2022,32,C
50066027,10017,9/8/2022,27,B
50037688,11213,1/22/2020,18,B
50070464,10304,2/11/2020,40,C
50000328,11236,4/13/2022,14,B
41477087,11222,4/21/2022,20,B
50075329,11219,1/27/2020,12,A
50084342,10465,12/26/2019,19,B
41001192,10013,3/24/2022,13,A
50053729,10038,6/14/2022,34,C
50099626,10018,7/18/2022,27,B
50061132,11385,11/21/2018,13,A
41432599,11432,2/6/2020,4,A
41615430,11238,3/22/2018,15,B
50110607,10019,9/15/2022,25,B
41619116,11201,5/25/2022,48,C
41653951,11230,8/18/2021,20,B
50096314,10001,10/7/2019,0,A
40400686,10022,2/21/2019,49,C
41579193,11218,7/30/2019,11,A
40545555,11209,6/13/2019,20,B
50118832,10462,3/28/2022,17,B
41610164,10012,3/3/2020,12,A
50056505,11235,3/5/2020,9,A
50062435,11210,1/13/2020,7,A
50051234,10036,6/27/2022,0,A
50096582,10018,9/14/2022,25,B
50088788,11217,4/4/2022,25,B
41541674,11207,4/22/2019,9,A
50124335,10004,10/5/2022,39,C
40554463,11373,9/26/2019,22,B
50017536,10128,11/14/2019,10,A
41630917,10306,8/25/2022,60,C
41015947,10464,8/17/2017,16,B
50008025,11354,12/7/2018,19,B
40547548,11223,5/29/2018,35,C
41709692,11238,10/3/2022,20,B
50127003,11223,10/17/2022,7,A
50074977,10016,12/13/2019,12,A
40711301,11105,3/12/2019,0,A
50097510,11367,2/25/2020,13,A
41578515,11238,9/12/2019,11,A
50058897,11691,1/12/2022,3,A
50067786,11208,3/3/2022,8,A
50065305,10034,7/29/2022,59,C
41377321,10472,5/31/2019,24,B
41525379,10065,4/22/2019,12,A
41712818,11378,4/6/2022,9,A
50084009,10019,4/18/2022,12,A
50082292,11204,12/13/2019,40,C
50003346,10001,11/21/2019,15,B
50034250,11214,5/29/2019,13,A
50071683,11217,3/25/2022,0,A
50055936,10028,2/26/2020,16,B
50018726,11220,9/15/2021,41,C
50037531,11222,5/26/2022,10,A
40579797,11223,8/22/2022,20,B
50102647,11204,10/21/2022,18,B
50013867,10468,3/28/2019,12,A
50083916,11378,12/10/2018,7,A
41417849,11105,11/12/2019,49,C
41547077,11103,11/10/2021,10,A
41483790,10473,4/20/2022,0,A
50074104,11214,9/22/2022,20,B
50099050,11220,11/7/2019,54,C
50053225,10038,11/22/2019,23,B
50076353,11209,3/18/2022,10,A
50106782,11375,7/23/2021,65,C
50067666,10029,6/27/2019,49,C
50098277,11377,4/21/2022,0,A
41689402,10019,7/2/2019,14,B
41704189,10075,9/25/2019,22,B
50084929,11220,8/8/2019,9,A
50086256,10013,1/15/2020,2,A
41609062,10452,5/10/2022,11,A
50050831,10018,11/19/2019,11,A
40645249,11230,1/22/2020,17,B
41708194,10016,3/10/2020,29,C
41573305,11430,4/19/2017,10,A
50000203,11368,9/8/2022,21,B
41519888,11361,8/28/2019,19,B
40948509,11236,8/13/2021,25,B
41235694,10314,2/16/2022,40,C
41084188,10075,8/2/2017,2,A
50044595,10121,6/7/2018,12,A
50069801,10029,12/11/2019,19,B
41105947,10301,12/4/2019,10,A
50000726,10006,10/29/2019,34,C
41628608,10019,9/11/2019,24,B
40886613,11375,5/22/2019,14,B
50045323,11373,5/11/2022,0,A
41327462,10001,4/24/2019,9,A
41201903,11379,4/25/2019,2,A
50098317,10019,2/13/2020,25,B
50118949,11101,8/5/2022,10,A
50106797,10128,12/15/2021,25,B
40378035,11367,2/11/2022,20,B
50124859,11213,8/22/2022,12,A
50106065,10025,8/25/2021,25,B
50098068,11201,9/8/2022,52,C
50120340,11205,9/1/2022,9,A
50098846,10028,10/8/2019,45,C
41543866,11374,10/24/2019,13,A
50053352,10013,8/3/2021,16,B
41265530,11372,3/3/2020,11,A
50000153,10005,1/28/2022,16,B
50090419,11417,5/14/2022,13,A
40668305,11421,2/18/2020,4,A
41314872,10452,2/5/2020,12,A
41360469,11356,3/16/2022,12,A
50112599,10455,9/16/2021,45,C
50086434,11229,3/10/2020,28,C
