CAMIS,Image
50079614,Flies
50072506,Contamination
50070198,Quality
40804049,Roach
50013798,Contamination
41266866,Rats
50040175,Contamination
50103097,Sanitation
50117559,Contamination
50089271,Rats
50077479,Rats
50088402,Contamination
41386105,Temperature
50056669,Contamination
41174643,Contamination
41685457,Sanitation
41548238,Contamination
50054321,Contamination
50010514,Quality
41428965,Contamination
41068607,Flies
50061295,Contamination
41346539,Temperature
41026617,Rats
50106008,Rats
40939686,Contamination
41581830,Rats
50073848,Flies
50094303,Rats
50005590,Temperature
41608718,Quality
50090957,Temperature
40515448,Rats
41406318,Contamination
41643576,Contamination
50085398,Contamination
50101556,Contamination
50001658,Contamination
41394237,Contamination
50072786,Temperature
41419342,Contamination
41184581,Contamination
41050624,Contamination
41397316,Rats
50106430,Contamination
50075608,Temperature
41417417,Temperature
41591580,Temperature
50043999,Temperature
50043293,Temperature
50043658,Contamination
41316819,Others
50072306,Temperature
50038194,Roach
41240596,Contamination
50067979,Temperature
40376735,Contamination
50062365,Contamination
50059183,Temperature
50045323,Contamination
50072820,Temperature
50102653,Sanitation
41453954,Contamination
50095624,Sanitation
50017776,Contamination
41651295,Sanitation
50006556,Contamination
50056312,Contamination
40398045,Contamination
40617736,Contamination
41634515,Flies
41253845,Contamination
40867120,Contamination
41694393,Contamination
41487281,Sanitation
50070895,Contamination
41030732,Rats
50034499,Rats
40998001,Temperature
41579281,Rats
50095474,Sanitation
41272088,Rats
50017342,Contamination
50106072,Temperature
50067950,Contamination
41529624,Sanitation
41162227,Sanitation
50078527,Contamination
41059145,Rats
50054655,Contamination
40403586,Contamination
41077507,Flies
40978593,Sanitation
50002542,Sanitation
50043130,Sanitation
50095235,Contamination
50066453,Contamination
50059399,Contamination
50053671,Flies
50111283,Quality
50089009,Rats
50042336,Contamination
50108282,Sanitation
50066651,Flies
40796717,Contamination
50108113,Contamination
50062581,Contamination
40857406,Rats
41222982,Contamination
50072444,Contamination
41697373,Contamination
41532740,Contamination
50105549,Contamination
50119258,Quality
50060424,Rats
50053883,Contamination
50071782,Contamination
41318348,Contamination
50099727,Sanitation
50070366,Temperature
50064516,Quality
50069070,Contamination
50074075,Contamination
50055236,Contamination
50106740,Flies
50064820,Contamination
50073387,Contamination
50107563,Sanitation
50058027,Quality
50073038,Rats
50057074,Flies
41547298,Contamination
50088371,Contamination
50007859,Contamination
40611399,Contamination
41460077,Contamination
50040013,Contamination
50088568,Contamination
50125277,Sanitation
50119950,Rats
50105683,Contamination
50005085,Contamination
50108947,Rats
50046383,Sanitation
50108809,Temperature
41505687,Sanitation
50042007,Contamination
50123265,Contamination
50107660,Contamination
50068085,Rats
50004681,Contamination
50111241,Contamination
50016861,Temperature
50060606,Quality
50085937,Flies
40941849,Contamination
50127765,Contamination
50095034,Contamination
50123493,Contamination
50119019,Rats
50067113,Contamination
50084165,Contamination
41136985,Contamination
41369411,Sanitation
50086672,Contamination
50101528,Contamination
50055552,Rats
41075909,Contamination
41451015,Quality
50097790,Contamination
50060258,Sanitation
41680471,Temperature
50044549,Temperature
50047978,Rats
40592791,Contamination
50002920,Contamination
41040849,Contamination
50009906,Contamination
50008347,Contamination
50018636,Contamination
50124173,Contamination
41191438,Contamination
41344026,Others
50008039,Rats
50087924,Contamination
40366938,Rats
50086573,Sanitation
50112795,Contamination
41219092,Rats
41446753,Roach
50001986,Contamination
40365577,Roach
40987470,Contamination
40392256,Contamination
50005692,Contamination
50018098,Contamination
50049736,Contamination
41256007,Rats
40886613,Contamination
50061387,Temperature
41421031,Contamination
50045675,Rats
50061130,Temperature
41453151,Temperature
50000956,Roach
50006485,Rats
50100064,Sanitation
50056193,Temperature
40818115,Contamination
50112366,Contamination
41434693,Temperature
50098384,Rats
41343921,Temperature
41272136,Flies
41699711,Contamination
50038684,Rats
50116051,Contamination
50068646,Contamination
50108732,Flies
40604004,Temperature
50097937,Temperature
50099503,Rats
50086106,Temperature
50033252,Rats
40992170,Contamination
50059351,Temperature
50098788,Temperature
41473313,Quality
50010736,Temperature
40703739,Rats
40366586,Contamination
50005405,Rats
50106992,Contamination
50110487,Quality
50067241,Contamination
50075334,Contamination
50077575,Temperature
50108317,Contamination
50045887,Quality
50105368,Contamination
50088359,Temperature
50066987,Quality
41446753,Contamination
41143605,Roach
50110344,Rats
40381420,Temperature
41620315,Contamination
50100688,Contamination
50070589,Others
50096075,Sanitation
50017001,Contamination
50105929,Temperature
50037764,Flies
50059374,Contamination
50116501,Rats
50046901,Rats
40524888,Contamination
41634439,Rats
50064139,Contamination
50107579,Contamination
50051111,Flies
50074602,Contamination
50081800,Temperature
50062872,Contamination
41390593,Contamination
40379890,Contamination
41242225,Contamination
50043399,Contamination
50013048,Sanitation
50042302,Temperature
41704440,Quality
50076228,Sanitation
50079460,Quality
50000083,Contamination
50057985,Contamination
50111347,Contamination
50081192,Roach
41449148,Temperature
40585966,Temperature
50048777,Temperature
41469854,Contamination
41360136,Contamination
41633999,Flies
50093957,Contamination
50037436,Rats
41382811,Temperature
50112768,Contamination
40400204,Contamination
40362264,Rats
50059607,Contamination
50010874,Contamination
41541660,Contamination
50088644,Contamination
41004145,Roach
50044578,Temperature
50096221,Temperature
40396381,Rats
50043852,Contamination
40512172,Contamination
50039380,Roach
50076675,Roach
50106740,Contamination
50074743,Temperature
40396231,Contamination
41509593,Contamination
41333314,Quality
41614438,Contamination
40393118,Rats
40788884,Contamination
50049765,Contamination
50032794,Contamination
50073129,Quality
50001013,Flies
41561516,Temperature
50058095,Temperature
50086462,Contamination
50117772,Quality
50106710,Rats
50045947,Contamination
50111092,Sanitation
50104019,Rats
40616799,Contamination
40542427,Contamination
40367377,Contamination
50080309,Contamination
50102189,Contamination
50080712,Rats
50116754,Contamination
40392339,Rats
50112433,Contamination
40763629,Contamination
41021528,Flies
41168203,Contamination
40723447,Contamination
50086500,Temperature
41616073,Roach
50070220,Contamination
50043213,Contamination
50000346,Contamination
50069657,Contamination
50106862,Rats
50083186,Contamination
50103427,Sanitation
41536786,Contamination
50122687,Contamination
41276492,Flies
50117365,Contamination
40609087,Contamination
41243535,Contamination
50060766,Rats
50124308,Contamination
41022144,Contamination
40813634,Rats
50068854,Contamination
41169084,Rats
40582335,Contamination
41161346,Contamination
40391979,Contamination
50055231,Contamination
50000983,Temperature
41644127,Contamination
40760523,Rats
50100866,Temperature
50055985,Contamination
41386156,Rats
50016498,Contamination
50077587,Temperature
50064374,Contamination
50109494,Temperature
41384019,Rats
40923379,Contamination
50009335,Contamination
50080484,Rats
50096290,Contamination
50099524,Flies
41110973,Flies
41224985,Rats
40370766,Contamination
50046164,Rats
50118212,Contamination
50077812,Contamination
50012650,Temperature
50113419,Contamination
50109488,Roach
50107525,Temperature
50102780,Rats
50046118,Rats
50073365,Contamination
50106163,Contamination
41685527,Rats
50110489,Contamination
50121125,Contamination
50047362,Temperature
50074803,Contamination
50111962,Sanitation
50109318,Contamination
50090463,Contamination
50043852,Contamination
50017080,Flies
50106349,Contamination
50092241,Temperature
50115085,Temperature
50108604,Contamination
50064502,Contamination
50097866,Contamination
41505645,Rats
40604442,Rats
50054031,Temperature
50102647,Sanitation
50102831,Flies
50047557,Rats
50103069,Contamination
41272215,Quality
50068193,Contamination
50088137,Rats
41311804,Temperature
41620272,Contamination
50007733,Rats
41181385,Quality
50100387,Contamination
50075077,Contamination
50093235,Contamination
41633327,Contamination
50118757,Contamination
50009366,Contamination
50086667,Quality
41374456,Contamination
50052366,Contamination
50083788,Temperature
50116766,Temperature
50016098,Contamination
50082957,Quality
50001671,Sanitation
50107659,Rats
40763376,Quality
40634433,Temperature
50005003,Contamination
41414288,Quality
50001311,Contamination
50079212,Temperature
50115927,Contamination
40622601,Contamination
50012264,Sanitation
41147597,Contamination
50065042,Contamination
50108600,Rats
50098771,Contamination
50100754,Contamination
50060914,Contamination
50015841,Sanitation
50005855,Contamination
50068498,Contamination
50107343,Contamination
50071207,Flies
50045600,Quality
40579607,Rats
50072130,Contamination
50074402,Contamination
41477315,Rats
50045431,Rats
41420952,Temperature
50105180,Sanitation
41543826,Flies
50003416,Contamination
50124599,Rats
50076238,Contamination
50044707,Flies
50074343,Rats
50090623,Contamination
41108068,Contamination
50077348,Rats
50072341,Contamination
50103228,Contamination
50105180,Contamination
50046038,Contamination
50059292,Roach
41362111,Contamination
50011013,Rats
50079374,Rats
50109656,Contamination
50001076,Temperature
50107461,Contamination
41545589,Temperature
50006574,Rats
50103517,Contamination
41700793,Temperature
40647953,Contamination
50001471,Rats
40933757,Contamination
50082639,Temperature
50048165,Rats
41659970,Contamination
50001671,Sanitation
50094543,Rats
50117580,Temperature
40566617,Contamination
50051867,Temperature
50087615,Contamination
50065644,Temperature
41310853,Contamination
50120823,Contamination
50069376,Rats
40698823,Rats
50000355,Temperature
41630917,Rats
50098933,Contamination
40569008,Rats
41339329,Flies
50079528,Contamination
50065831,Contamination
50106188,Contamination
50000985,Temperature
41096340,Rats
50102803,Sanitation
50086608,Contamination
50088983,Contamination
50043236,Contamination
40398549,Contamination
50086154,Rats
41624530,Flies
41537509,Contamination
50059047,Contamination
50105770,Rats
50044578,Sanitation
50057262,Rats
40999052,Contamination
50063010,Contamination
41453317,Contamination
50110445,Contamination
40397189,Contamination
41612487,Contamination
41277461,Contamination
50098404,Temperature
50073979,Contamination
41604710,Rats
50037658,Contamination
50104830,Temperature
41647183,Rats
50124421,Rats
40513798,Flies
50035278,Temperature
50057270,Contamination
50093792,Contamination
50107202,Sanitation
50076945,Contamination
41632528,Contamination
50109228,Contamination
41697654,Contamination
41255071,Sanitation
41098989,Temperature
40884503,Contamination
50038206,Contamination
50056578,Contamination
50009430,Rats
50098570,Contamination
41219092,Contamination
40576812,Rats
41628404,Sanitation
50003104,Sanitation
41457451,Temperature
50003990,Contamination
41258550,Flies
41628216,Rats
50123733,Temperature
40399611,Temperature
41105041,Contamination
41105947,Temperature
41456771,Temperature
50068736,Temperature
50071612,Contamination
41283835,Temperature
50051206,Contamination
41630109,Contamination
40566621,Flies
50001852,Contamination
50070203,Contamination
50107792,Rats
50073714,Temperature
50045592,Contamination
40398045,Contamination
40954549,Flies
41654607,Flies
50107980,Sanitation
41629699,Contamination
50056743,Contamination
41078099,Rats
41178622,Sanitation
50004999,Rats
50049436,Temperature
41105947,Rats
50114008,Contamination
40679269,Flies
50002474,Temperature
50060047,Contamination
50016877,Temperature
50051725,Temperature
50084763,Rats
41417849,Contamination
50105225,Contamination
50017295,Temperature
50056830,Contamination
50049999,Rats
50098287,Sanitation
50068085,Contamination
40697311,Contamination
50004149,Contamination
50069376,Contamination
50093628,Quality
41418789,Temperature
50110621,Contamination
50091844,Contamination
41719295,Contamination
50117597,Contamination
50092996,Rats
50111099,Sanitation
50038140,Contamination
50100526,Temperature
41666300,Contamination
41560794,Sanitation
50086657,Contamination
41125764,Sanitation
41682323,Contamination
50127838,Rats
50091852,Rats
50070835,Contamination
50013843,Sanitation
50073323,Rats
50112328,Flies
50098495,Rats
40388578,Flies
50085680,Contamination
41155285,Contamination
41411827,Temperature
50056900,Contamination
50056245,Contamination
40816997,Contamination
50039497,Contamination
50018556,Rats
41035072,Rats
40694767,Temperature
41353915,Contamination
50047414,Contamination
50054303,Temperature
41061355,Rats
50103221,Contamination
50017188,Contamination
50069376,Temperature
50086623,Contamination
41686481,Rats
50086657,Quality
41206802,Contamination
41722751,Sanitation
41705335,Contamination
41519888,Contamination
50054637,Contamination
50048555,Contamination
50068674,Contamination
41632211,Temperature
40611399,Contamination
50047645,Temperature
41465611,Rats
41394680,Flies
50119651,Contamination
41646811,Contamination
50010874,Quality
50111496,Contamination
41231076,Roach
50117920,Sanitation
50074343,Contamination
50099168,Temperature
50089472,Roach
50000060,Quality
50110224,Contamination
50094573,Contamination
40743578,Contamination
50110457,Quality
50090083,Contamination
50092930,Rats
50117060,Sanitation
40972759,Rats
50081898,Rats
50102460,Contamination
50086288,Temperature
50074561,Temperature
50066902,Contamination
50115888,Quality
41106321,Rats
50076537,Contamination
41575871,Rats
50057057,Contamination
50105695,Contamination
50009557,Rats
50063407,Contamination
41659970,Contamination
40879743,Contamination
50012113,Contamination
41430594,Contamination
40367005,Roach
50087506,Temperature
50097027,Contamination
40364373,Contamination
41711597,Roach
50056824,Temperature
50062581,Contamination
50086955,Contamination
50093801,Contamination
50055407,Contamination
50084872,Contamination
50103069,Roach
50105225,Contamination
41016441,Contamination
40597074,Rats
41629130,Temperature
50046173,Contamination
41636259,Temperature
41402869,Contamination
50042114,Contamination
50108720,Contamination
50040265,Rats
50059980,Contamination
40937799,Flies
50109154,Contamination
41579193,Contamination
50068305,Flies
40883740,Flies
50082539,Temperature
50084694,Temperature
41178622,Rats
41710300,Contamination
41722445,Rats
50093347,Contamination
50112687,Contamination
40675892,Rats
50099819,Temperature
50067953,Temperature
50044701,Temperature
41485123,Temperature
40401887,Contamination
41255436,Temperature
50010706,Contamination
50001761,Roach
40623604,Sanitation
40551900,Contamination
50066747,Rats
50110563,Temperature
50073019,Contamination
50012296,Flies
50060802,Temperature
50116403,Quality
41558494,Temperature
50017407,Contamination
40915251,Contamination
50111156,Contamination
50006761,Flies
50046390,Contamination
50107922,Contamination
40873798,Contamination
41461600,Contamination
50118727,Contamination
50001597,Contamination
50059651,Contamination
50097280,Contamination
50056552,Contamination
41609204,Temperature
50058063,Contamination
50057635,Contamination
41441462,Rats
41712791,Rats
50108991,Contamination
41382007,Sanitation
41541587,Contamination
50078524,Contamination
40374136,Sanitation
50086611,Contamination
50001968,Rats
50105453,Contamination
41420036,Rats
50066938,Contamination
50072107,Sanitation
50047580,Contamination
50034192,Contamination
50048697,Roach
50008725,Contamination
41562412,Temperature
41341123,Contamination
50087900,Temperature
50102365,Rats
50043970,Temperature
50118250,Contamination
50060130,Rats
50101351,Rats
40395298,Rats
50074456,Sanitation
50099957,Contamination
50106816,Contamination
40850859,Flies
50092851,Temperature
50101267,Temperature
50109105,Quality
41092947,Flies
50009767,Contamination
50044246,Rats
50066944,Contamination
50087216,Rats
50014554,Contamination
41663211,Flies
50108306,Others
50007626,Contamination
41585806,Rats
50097136,Rats
50000989,Contamination
50100322,Sanitation
41566492,Temperature
50101872,Rats
50003586,Rats
50065582,Temperature
41640818,Contamination
50044252,Contamination
41623475,Flies
50073410,Rats
50038120,Contamination
40812973,Contamination
40734506,Rats
50080913,Contamination
50096003,Contamination
50091096,Rats
50107683,Rats
50032701,Roach
50082191,Contamination
50001520,Temperature
50043694,Contamination
41194024,Contamination
50063046,Quality
50013830,Contamination
50003153,Contamination
40609590,Temperature
50088145,Contamination
50066038,Rats
50103801,Rats
40703739,Rats
50076353,Sanitation
50071438,Contamination
50096516,Contamination
40704315,Contamination
50094799,Contamination
50110752,Rats
50100433,Contamination
50062558,Contamination
50116938,Contamination
50076228,Contamination
41624356,Contamination
50105836,Rats
50052956,Contamination
40837500,Flies
50105163,Quality
41682994,Temperature
40937799,Temperature
50077888,Contamination
40869790,Contamination
40424437,Contamination
50046173,Rats
50098376,Contamination
41535326,Contamination
50012296,Roach
41611347,Contamination
50005560,Contamination
50044646,Contamination
50091289,Contamination
50122395,Contamination
41608985,Temperature
41712295,Contamination
50086387,Contamination
50090198,Sanitation
41377019,Contamination
50086715,Rats
50096880,Contamination
40743578,Temperature
40992205,Temperature
50014997,Rats
50045954,Contamination
50090255,Flies
41665255,Temperature
50107559,Temperature
50086715,Contamination
41481717,Rats
50074193,Quality
50009233,Contamination
50073152,Contamination
50082813,Contamination
50104731,Contamination
50019121,Rats
50064383,Contamination
41720066,Rats
41721550,Contamination
50099381,Contamination
40368897,Quality
50074243,Rats
50058712,Contamination
50051880,Contamination
41377997,Contamination
50097057,Temperature
50058625,Contamination
50012426,Rats
41224979,Temperature
50107995,Contamination
50088407,Contamination
50115165,Rats
50041253,Sanitation
50125731,Temperature
50034025,Temperature
50081121,Temperature
41046455,Contamination
50016747,Rats
50046983,Contamination
50106051,Contamination
50090921,Contamination
50008709,Rats
50059304,Sanitation
50044989,Sanitation
41239252,Rats
41198297,Contamination
50083358,Contamination
40864145,Contamination
50107995,Rats
50099444,Contamination
50087943,Contamination
40368291,Contamination
50102713,Temperature
50099436,Contamination
50077361,Sanitation
50090903,Contamination
40369087,Contamination
50078216,Contamination
41517801,Roach
40564858,Contamination
50082478,Contamination
50112015,Rats
50105135,Rats
50054846,Contamination
50008567,Contamination
50002716,Contamination
50100820,Rats
50073698,Sanitation
50060315,Contamination
50001587,Roach
50039082,Contamination
41243875,Rats
50106213,Quality
41324657,Rats
50077538,Sanitation
50084929,Rats
50119223,Contamination
40401247,Rats
50063250,Rats
41577301,Contamination
41175984,Rats
40737933,Rats
50086161,Contamination
50017569,Temperature
50090255,Contamination
41049219,Contamination
50060922,Contamination
50095304,Contamination
50047978,Temperature
50006176,Contamination
50056505,Contamination
50111066,Temperature
41080814,Rats
50063498,Contamination
50090806,Flies
50105065,Temperature
50009798,Flies
50103810,Sanitation
40402393,Temperature
40576403,Contamination
50052223,Contamination
50098871,Temperature
50118949,Contamination
41711596,Rats
41156149,Rats
50112035,Quality
50079892,Contamination
50052060,Temperature
50088892,Temperature
50111580,Rats
41042416,Contamination
50042812,Temperature
41072888,Temperature
50078853,Contamination
50082765,Quality
50093305,Contamination
50121531,Temperature
41469854,Rats
50113951,Temperature
50006419,Contamination
50120680,Contamination
50004698,Contamination
50128134,Sanitation
41596694,Temperature
50128818,Contamination
41591687,Temperature
41532729,Contamination
41247143,Contamination
41215408,Contamination
50053253,Contamination
41645673,Temperature
50009218,Contamination
41172672,Flies
50106520,Sanitation
50064139,Sanitation
50005772,Temperature
41520658,Temperature
50011758,Contamination
41504651,Contamination
40892893,Rats
41233476,Contamination
50073787,Contamination
50063576,Rats
50083058,Rats
50103668,Rats
41444899,Contamination
50066704,Contamination
41714685,Contamination
50107433,Contamination
50110301,Contamination
41286440,Rats
41122178,Contamination
41488532,Flies
41408361,Contamination
50007907,Contamination
50100540,Temperature
50011515,Contamination
50049226,Contamination
50060766,Roach
40563041,Contamination
50118266,Contamination
50074779,Sanitation
41563691,Contamination
50080144,Rats
40568591,Rats
50111015,Rats
40375286,Contamination
50122687,Contamination
50034494,Contamination
40559634,Contamination
50054262,Contamination
50107494,Contamination
50079130,Contamination
50084367,Contamination
41265805,Rats
41343370,Temperature
41546745,Contamination
41542713,Temperature
41113037,Rats
50125543,Contamination
50092607,Rats
50089337,Contamination
41618388,Contamination
41627819,Contamination
40620325,Contamination
50055023,Contamination
50018699,Contamination
50011221,Quality
50079278,Temperature
41637054,Sanitation
50099543,Contamination
50105032,Rats
50111670,Contamination
40515597,Rats
41154306,Roach
50083132,Contamination
50043178,Temperature
50114463,Contamination
50094889,Sanitation
50092868,Rats
41305419,Rats
50018819,Contamination
41267566,Contamination
40370507,Rats
50092595,Temperature
41414279,Contamination
50110438,Rats
50087676,Contamination
50087957,Contamination
50066837,Contamination
40814142,Contamination
50103358,Quality
50084405,Flies
40367377,Flies
50000703,Sanitation
50102365,Flies
41633093,Roach
50086161,Temperature
50067314,Temperature
50063001,Temperature
41362111,Sanitation
40376142,Contamination
50046813,Rats
50122284,Temperature
50084667,Sanitation
50072427,Contamination
50053703,Quality
50061298,Contamination
50128739,Rats
40667588,Flies
41446753,Rats
41076171,Contamination
50001535,Contamination
50048152,Rats
41311453,Temperature
50093628,Others
40872325,Roach
50094271,Sanitation
50016968,Sanitation
41289885,Rats
50067635,Contamination
50090973,Sanitation
50069519,Contamination
50110448,Contamination
41562131,Sanitation
41387239,Rats
50037656,Contamination
50117805,Temperature
50060479,Temperature
41449514,Temperature
41014673,Sanitation
50089726,Rats
50086652,Flies
50064481,Rats
50076083,Flies
41336628,Contamination
40388640,Contamination
50052779,Contamination
50002105,Contamination
41414572,Rats
50084316,Contamination
50085082,Contamination
50126848,Rats
50123289,Contamination
50083260,Contamination
41233053,Rats
50074809,Rats
50120026,Rats
50085087,Contamination
50085093,Contamination
41320931,Contamination
50083809,Rats
50065354,Contamination
50116777,Contamination
50047854,Flies
50104893,Rats
50044089,Temperature
50060484,Contamination
50119404,Contamination
50092520,Contamination
50062457,Quality
40936803,Sanitation
50043498,Rats
50077278,Contamination
41602657,Contamination
41378691,Contamination
50088462,Contamination
50005287,Sanitation
41277596,Quality
50118455,Contamination
41584936,Sanitation
41594796,Rats
50086215,Quality
50090797,Contamination
50007909,Contamination
41704249,Contamination
40976973,Sanitation
50041204,Contamination
50091554,Contamination
50106339,Contamination
41706992,Contamination
41537509,Sanitation
50108702,Contamination
50036378,Contamination
50070225,Contamination
40513416,Contamination
50078316,Temperature
41685596,Rats
41311641,Contamination
50098121,Sanitation
41165717,Rats
50014069,Contamination
50100532,Quality
41138610,Rats
41097973,Contamination
41573961,Sanitation
50082790,Temperature
50085140,Sanitation
41460683,Rats
50112529,Contamination
50034756,Contamination
50102000,Temperature
41664706,Rats
40396622,Contamination
40708523,Contamination
50052502,Flies
41430562,Contamination
40987257,Contamination
41411052,Rats
41557884,Contamination
41712818,Contamination
50075859,Contamination
40783353,Temperature
40839319,Contamination
50111085,Contamination
50082531,Contamination
40716489,Temperature
50108758,Rats
50068674,Contamination
50105524,Contamination
40392834,Temperature
50089669,Rats
50096488,Contamination
50083338,Contamination
50096401,Temperature
40666183,Sanitation
50053441,Rats
50090045,Contamination
50079776,Temperature
41175258,Flies
41009364,Contamination
40949516,Rats
50098045,Contamination
41392209,Contamination
41398358,Contamination
50009079,Roach
50101553,Contamination
50092023,Sanitation
50072635,Contamination
50081052,Rats
50076680,Contamination
40624607,Contamination
41552224,Rats
41416092,Sanitation
41549281,Contamination
50079366,Quality
50070412,Sanitation
50016877,Contamination
41456225,Contamination
50106412,Temperature
41614214,Quality
50093702,Rats
40871961,Temperature
50070206,Contamination
50014682,Contamination
40944872,Rats
50059367,Flies
50072223,Temperature
40393977,Contamination
41254998,Rats
50067577,Flies
50045050,Contamination
41594882,Contamination
40582271,Temperature
41630109,Temperature
50113603,Contamination
40369940,Contamination
50054615,Contamination
50065990,Temperature
40846125,Rats
50042465,Rats
50107035,Contamination
50000095,Temperature
41153001,Rats
40592181,Temperature
50080199,Quality
50083554,Flies
50045463,Contamination
50111296,Contamination
50011024,Contamination
41641837,Contamination
40369849,Contamination
50085997,Rats
50058620,Contamination
50119681,Quality
41152996,Contamination
50109810,Rats
41632535,Sanitation
50095535,Rats
40625667,Rats
41649416,Flies
41060830,Quality
50053139,Rats
40584579,Rats
41437528,Contamination
40534973,Contamination
41651639,Rats
50077077,Contamination
40554369,Contamination
50034249,Contamination
50077729,Sanitation
40701165,Temperature
40724274,Contamination
50046848,Rats
50108645,Sanitation
41394943,Contamination
41413320,Temperature
50087474,Contamination
50106213,Sanitation
41249587,Contamination
50065505,Contamination
50081217,Contamination
50050984,Quality
50070295,Contamination
50069153,Contamination
50075009,Contamination
40790187,Contamination
50117702,Temperature
50054918,Temperature
41573314,Rats
50095943,Contamination
50049262,Temperature
50054918,Contamination
41638429,Contamination
50118479,Rats
50067088,Temperature
41400682,Contamination
50010629,Quality
50088354,Sanitation
40370015,Contamination
50001385,Temperature
41470093,Contamination
40922896,Contamination
40585966,Contamination
50038871,Rats
50017583,Rats
50077731,Rats
50082492,Contamination
50007157,Contamination
41681345,Contamination
50094719,Rats
40395087,Contamination
50106610,Contamination
50001102,Contamination
50068543,Contamination
50107922,Sanitation
50056248,Contamination
50037092,Contamination
50042664,Sanitation
50071042,Quality
41416092,Contamination
50114440,Contamination
50037084,Contamination
50042713,Contamination
50005543,Contamination
50085240,Flies
50093631,Contamination
40685734,Sanitation
50017182,Contamination
41236269,Temperature
50009469,Flies
41544857,Rats
50000910,Sanitation
50072796,Temperature
50094799,Temperature
50074855,Contamination
50087359,Contamination
50099192,Temperature
41473931,Flies
50112718,Quality
41579144,Quality
41349101,Rats
50113674,Contamination
50099119,Contamination
41480215,Contamination
41597839,Rats
41164203,Contamination
50044882,Rats
50092023,Quality
41596546,Contamination
50012259,Contamination
40530630,Contamination
40367377,Contamination
41188824,Flies
41602382,Contamination
50091910,Rats
41716904,Temperature
50070629,Contamination
40560112,Contamination
41690780,Rats
50125010,Contamination
40887208,Rats
41138983,Contamination
50100861,Temperature
50096000,Contamination
41540016,Sanitation
50120328,Sanitation
50082684,Rats
40638792,Contamination
40395122,Rats
50078660,Temperature
50010629,Contamination
41417901,Temperature
41374597,Contamination
50077575,Contamination
50007127,Contamination
40367005,Rats
41628404,Flies
50035264,Sanitation
50109016,Contamination
50080690,Contamination
50034665,Contamination
41565257,Contamination
50104289,Contamination
50087212,Rats
50070401,Flies
50094596,Contamination
40601006,Temperature
41041733,Rats
50074392,Contamination
50123348,Contamination
50083809,Rats
50042658,Contamination
41639505,Rats
50000393,Contamination
50005499,Contamination
50015405,Contamination
50124696,Contamination
50080546,Contamination
50092021,Sanitation
50087032,Contamination
50095962,Quality
50056756,Sanitation
50075521,Contamination
50082373,Quality
40710953,Contamination
50112371,Sanitation
50105014,Rats
50050986,Contamination
41289876,Contamination
50073413,Contamination
50068854,Quality
41499986,Rats
40878675,Contamination
50052223,Temperature
41623475,Contamination
50003416,Contamination
50001961,Sanitation
50072519,Flies
41544554,Contamination
50057675,Contamination
50099022,Rats
41211622,Temperature
50062458,Contamination
41642251,Rats
50070383,Roach
50120993,Contamination
41546934,Contamination
50050986,Temperature
50086981,Contamination
40384188,Contamination
50037780,Contamination
40398532,Contamination
50078381,Rats
50004805,Temperature
41431202,Temperature
40514147,Contamination
50118057,Contamination
41513756,Quality
40944872,Rats
50091047,Rats
50001588,Contamination
41543951,Contamination
50083953,Rats
40564701,Contamination
41125267,Rats
50057392,Contamination
50048243,Rats
41672537,Contamination
50049436,Temperature
40705411,Temperature
50106304,Temperature
41130552,Rats
50014866,Contamination
50091290,Flies
41289484,Contamination
41625139,Contamination
50072635,Contamination
50094792,Contamination
50072791,Others
50104198,Roach
50094739,Contamination
41283023,Contamination
50005783,Contamination
50122860,Contamination
50086566,Temperature
50083695,Rats
50033769,Contamination
41105947,Temperature
50086672,Roach
50104786,Temperature
50033511,Contamination
41234608,Sanitation
50083787,Sanitation
41469234,Contamination
41488846,Rats
40874688,Contamination
50001471,Sanitation
50010310,Contamination
50015841,Contamination
50041641,Contamination
41557716,Flies
50053059,Sanitation
41127492,Rats
50088958,Rats
50055985,Temperature
50104816,Roach
50120747,Contamination
50093419,Sanitation
40925336,Sanitation
50009159,Contamination
50125731,Rats
41436831,Contamination
50083072,Rats
50018314,Temperature
41204905,Rats
50080343,Rats
41081535,Rats
41296144,Contamination
50118251,Contamination
50097863,Flies
50084067,Contamination
50001396,Contamination
50110450,Sanitation
50069801,Roach
50062979,Temperature
41707407,Contamination
41638918,Contamination
50004189,Contamination
50082408,Contamination
50079561,Contamination
50098050,Contamination
50047343,Temperature
40385693,Contamination
40933594,Roach
41708279,Rats
50033802,Contamination
50033769,Contamination
41615635,Rats
50060226,Contamination
50057067,Contamination
50114463,Contamination
50019058,Temperature
50085096,Contamination
50108306,Contamination
50011046,Temperature
50071497,Contamination
50041720,Contamination
41490112,Rats
41535706,Contamination
50074064,Rats
41596546,Contamination
50017969,Contamination
50053334,Contamination
50043193,Rats
40369087,Flies
50054044,Sanitation
40376515,Flies
50003977,Contamination
50043940,Contamination
50109074,Contamination
41652427,Roach
50072895,Temperature
50018834,Others
50055559,Contamination
50066388,Rats
41470237,Contamination
50067297,Temperature
50108321,Rats
50045170,Contamination
50114090,Temperature
41277461,Temperature
50087580,Contamination
50106956,Rats
50103852,Temperature
41708566,Contamination
41653607,Sanitation
41459923,Contamination
41567437,Contamination
50009906,Contamination
41325953,Temperature
50112851,Temperature
50001399,Contamination
50100677,Contamination
50087176,Contamination
50056561,Rats
50080626,Flies
50111085,Contamination
50077477,Temperature
