CAMIS,Image
50100000,Contamination
50045787,Contamination
41142173,Flies
50094385,Sanitation
50093984,Contamination
50070382,Contamination
40853915,Contamination
41612489,Rats
41690872,Rats
50075543,Contamination
50037780,Contamination
50016722,Roach
50017275,Flies
41645519,Rats
50034387,Sanitation
50016770,Contamination
50090897,Contamination
50117768,Temperature
50045350,Contamination
50069816,Rats
50042275,Roach
50094835,Rats
50052203,Rats
50067964,Contamination
50032768,Contamination
41175258,Contamination
50086059,Rats
50034992,Contamination
50055715,Rats
40389504,Rats
50044896,Sanitation
41652427,Sanitation
41163307,Rats
50111824,Contamination
50103967,Temperature
41711527,Temperature
41017592,Contamination
50111125,Temperature
50074869,Contamination
50053242,Contamination
50121573,Contamination
50088236,Rats
50078607,Contamination
50106659,Contamination
50079419,Contamination
50100608,Sanitation
50106413,Rats
41505432,Rats
50058053,Rats
40386675,Contamination
50053253,Contamination
50010711,Contamination
41405205,Flies
50014084,Rats
40945190,Temperature
41206436,Sanitation
50118248,Contamination
40943082,Rats
40827435,Flies
50042465,Contamination
41482610,Contamination
41655832,Temperature
41636395,Sanitation
50116955,Others
50085694,Quality
40392384,Temperature
41720680,Temperature
50081133,Rats
41716092,Rats
50002701,Temperature
50016496,Contamination
40542546,Roach
50080071,Contamination
50102486,Contamination
50084126,Flies
50062917,Contamination
41622577,Rats
41658324,Temperature
40913297,Rats
41634218,Contamination
50047261,Temperature
40997900,Contamination
41399360,Rats
50107649,Contamination
50126601,Contamination
50116651,Contamination
50103908,Rats
41560744,Contamination
50102163,Rats
50098453,Rats
50001430,Contamination
41217329,Rats
50085398,Contamination
50072298,Contamination
41004486,Roach
50106213,Sanitation
41477087,Rats
41536786,Contamination
50128790,Rats
50048298,Contamination
50084089,Contamination
50087821,Temperature
50084168,Sanitation
50125080,Contamination
50123741,Sanitation
41541793,Rats
50092307,Roach
50107810,Contamination
50045428,Roach
50000551,Sanitation
50033770,Rats
50075315,Contamination
50053669,Rats
50070568,Contamination
40672603,Sanitation
50094666,Temperature
41317827,Contamination
41494987,Contamination
41033693,Flies
41423445,Roach
41074013,Temperature
50109542,Sanitation
50066224,Rats
50081437,Contamination
41704249,Contamination
40581692,Contamination
40618557,Contamination
40392668,Contamination
40676022,Contamination
50072865,Contamination
50098845,Rats
50034992,Contamination
50058810,Contamination
50114000,Temperature
50053689,Contamination
40395597,Rats
50042114,Temperature
41474954,Contamination
50093946,Contamination
50100996,Flies
40394701,Contamination
50100036,Contamination
41704348,Contamination
50012215,Contamination
50046487,Flies
50119784,Contamination
40423654,Quality
50054655,Contamination
50088176,Sanitation
50105430,Quality
41570461,Contamination
50050084,Contamination
50077080,Rats
41522258,Flies
50001255,Temperature
50058791,Contamination
50105982,Temperature
41585435,Rats
40393570,Contamination
50105624,Temperature
41325953,Temperature
50059272,Contamination
50098815,Contamination
50039387,Sanitation
50037764,Rats
50050386,Contamination
41591264,Sanitation
41399360,Contamination
50054637,Contamination
50095951,Contamination
50106520,Temperature
50047324,Temperature
50035638,Contamination
41610260,Temperature
50072880,Rats
50045348,Contamination
40955649,Contamination
41374711,Temperature
50074265,Contamination
41624530,Temperature
50081064,Temperature
41511427,Contamination
40549885,Rats
50015469,Roach
50064086,Contamination
41412502,Rats
50096160,Contamination
50044163,Contamination
41502782,Contamination
41255436,Flies
50057976,Roach
41399360,Roach
50103047,Rats
41611658,Contamination
50019068,Contamination
40618281,Contamination
41629811,Flies
50108977,Contamination
50075608,Contamination
50003719,Rats
50000013,Sanitation
50070859,Sanitation
41225880,Contamination
50101351,Sanitation
50044841,Contamination
40386058,Contamination
50122763,Contamination
50070132,Contamination
50062856,Rats
50064379,Quality
50039378,Contamination
40894333,Sanitation
41632050,Contamination
50008598,Contamination
50075157,Quality
50053408,Sanitation
41416480,Quality
50121750,Temperature
50104381,Rats
41572121,Temperature
50001174,Temperature
50014226,Rats
50069432,Rats
50080902,Sanitation
50090759,Temperature
41033693,Rats
41480283,Temperature
50105997,Temperature
50059251,Temperature
50073263,Contamination
41579144,Sanitation
50104083,Contamination
40938945,Flies
50094524,Quality
50102786,Rats
50085944,Contamination
50083955,Rats
50070991,Contamination
50054374,Contamination
41576068,Contamination
50085082,Quality
41504235,Contamination
50054231,Contamination
50010956,Rats
41530631,Contamination
50097492,Contamination
50109120,Contamination
40395079,Contamination
41451183,Contamination
50008904,Quality
41558805,Contamination
50081233,Sanitation
50106605,Rats
50105300,Rats
50070383,Quality
41519587,Roach
50060865,Temperature
50048097,Contamination
41495495,Contamination
50100549,Temperature
50061061,Rats
50099194,Contamination
41177892,Rats
41692125,Contamination
50077411,Contamination
50070746,Temperature
40720599,Roach
50058023,Flies
41360469,Rats
40387399,Temperature
50068084,Rats
41305402,Contamination
50044423,Rats
50053401,Contamination
40624470,Contamination
50099332,Contamination
40582271,Rats
40548426,Contamination
50068060,Contamination
50089120,Contamination
50001719,Flies
50088891,Rats
50052709,Contamination
40399099,Contamination
50009667,Contamination
50127162,Temperature
40571082,Contamination
50106567,Contamination
50046987,Rats
41289876,Contamination
50070510,Rats
41705937,Contamination
50069439,Contamination
50010032,Contamination
41462275,Contamination
41264511,Flies
41661008,Contamination
50079683,Contamination
40729296,Quality
50088737,Rats
50064079,Temperature
41355257,Contamination
50113061,Contamination
50119784,Sanitation
50087693,Roach
50067224,Flies
41414288,Contamination
41420397,Contamination
50005981,Temperature
50063446,Rats
50091190,Temperature
50051839,Contamination
40676022,Sanitation
50072975,Rats
40974392,Contamination
50034302,Contamination
41651670,Contamination
40853123,Contamination
40941849,Contamination
50103129,Contamination
50073977,Contamination
50090903,Temperature
50114704,Temperature
50070839,Flies
50042319,Temperature
41333637,Roach
50124535,Flies
50086829,Temperature
50016335,Rats
50091019,Contamination
50078675,Contamination
50006765,Contamination
41406255,Rats
50091876,Flies
50050304,Contamination
50095043,Rats
50066319,Contamination
50015659,Rats
41620315,Temperature
40394037,Contamination
50117966,Contamination
50123336,Temperature
50050498,Contamination
41028662,Temperature
50098128,Contamination
50115183,Contamination
50047047,Contamination
50000328,Temperature
50045692,Contamination
50092496,Rats
41108012,Rats
41101900,Contamination
50107833,Contamination
50088377,Contamination
50096389,Quality
40396183,Contamination
50114463,Contamination
50075719,Contamination
50111964,Contamination
41244429,Sanitation
40975524,Contamination
41694378,Contamination
50106165,Sanitation
50000738,Contamination
50049464,Contamination
41655771,Flies
50012014,Contamination
50010372,Temperature
50040781,Contamination
40560945,Contamination
50112862,Contamination
50069583,Sanitation
50087301,Contamination
50117561,Temperature
40402172,Contamination
41265530,Sanitation
41226870,Contamination
50073023,Temperature
50059212,Contamination
50004863,Flies
50076950,Flies
50000538,Quality
50108965,Contamination
41641305,Contamination
40906355,Temperature
41233476,Contamination
41552184,Contamination
40395511,Contamination
50111364,Contamination
50042642,Flies
50006264,Contamination
50014293,Contamination
50088938,Sanitation
41398172,Rats
50007857,Contamination
40386837,Quality
41705779,Rats
41116575,Contamination
50102001,Contamination
50001985,Rats
50103452,Temperature
50063273,Rats
41067289,Rats
50101471,Rats
50000167,Contamination
50073505,Rats
41269187,Contamination
50098521,Contamination
40398795,Rats
41270642,Contamination
50061519,Contamination
50063273,Temperature
40382802,Temperature
50037080,Temperature
41026438,Flies
50017295,Quality
41305627,Temperature
41240596,Temperature
50099832,Contamination
41454244,Contamination
50041311,Contamination
50053242,Contamination
40941045,Rats
41424484,Contamination
50094883,Contamination
50057262,Contamination
41664706,Contamination
41115762,Quality
50094984,Sanitation
50049662,Rats
50117999,Rats
40625667,Roach
50051981,Contamination
50121847,Temperature
50054857,Rats
41573619,Temperature
41691644,Contamination
40564625,Rats
40614489,Temperature
41267566,Rats
50080220,Contamination
50073698,Temperature
50081186,Contamination
41699711,Contamination
40368555,Contamination
50116834,Rats
50037443,Contamination
50098171,Contamination
50048578,Temperature
50004999,Contamination
40956726,Contamination
40365264,Rats
41362111,Roach
41297057,Contamination
50106355,Contamination
50062917,Rats
41576522,Sanitation
50109809,Contamination
41461629,Flies
41060193,Sanitation
50060875,Contamination
50069752,Contamination
50014014,Contamination
50063691,Contamination
50047667,Rats
50082474,Temperature
50093719,Temperature
40699061,Sanitation
50063030,Temperature
50119973,Contamination
50003416,Rats
50034542,Rats
40376142,Contamination
40482598,Rats
50094853,Contamination
41290213,Contamination
41623184,Temperature
40948509,Temperature
50004317,Sanitation
41720707,Sanitation
40958354,Temperature
41653101,Contamination
50053660,Rats
40666541,Rats
41028194,Temperature
41301628,Contamination
50054918,Temperature
41628216,Contamination
50065563,Flies
50067310,Flies
50088788,Rats
50050198,Rats
50068014,Contamination
50051434,Rats
50099241,Contamination
50118396,Rats
50115644,Contamination
41017592,Temperature
50057181,Temperature
41443633,Contamination
50102673,Contamination
50107906,Rats
50086078,Others
50102582,Temperature
41701514,Contamination
41705779,Temperature
41605870,Contamination
40978593,Sanitation
50086955,Temperature
50068014,Temperature
50122964,Contamination
50106557,Temperature
50105072,Sanitation
50008960,Contamination
50111555,Contamination
50106243,Contamination
50077479,Flies
50085224,Contamination
41424918,Contamination
50076652,Contamination
50085369,Flies
50072796,Contamination
50092021,Sanitation
50111432,Contamination
50077477,Contamination
40381420,Contamination
41716520,Sanitation
50128561,Contamination
41355345,Contamination
40380996,Flies
50075209,Sanitation
50109390,Temperature
50058447,Rats
41574133,Contamination
50073413,Contamination
50117428,Rats
50071995,Sanitation
50099005,Sanitation
50076954,Temperature
50053675,Sanitation
41397322,Rats
41468442,Quality
50017190,Contamination
41514706,Temperature
41555685,Contamination
50038140,Rats
40513133,Roach
50015241,Temperature
50066224,Flies
41022513,Rats
50076475,Rats
50071988,Contamination
41461802,Temperature
40853915,Rats
40625198,Contamination
50045598,Contamination
50011908,Temperature
50079460,Rats
41152996,Contamination
50117815,Quality
41319107,Contamination
41452504,Rats
50105783,Contamination
50078221,Quality
50100093,Contamination
41059145,Rats
50120457,Rats
50004578,Contamination
50091469,Contamination
50095030,Quality
41583046,Rats
50098356,Rats
41451015,Contamination
41353915,Rats
41176118,Contamination
41233787,Quality
50071842,Temperature
50010073,Rats
50056201,Sanitation
50113613,Flies
41026496,Temperature
40739444,Contamination
50009455,Contamination
50004211,Contamination
41530529,Sanitation
40808640,Quality
50053020,Contamination
50053401,Quality
50001961,Rats
50117434,Contamination
41316692,Temperature
50117114,Flies
50051353,Contamination
50077488,Contamination
50067580,Rats
41192474,Contamination
50015884,Sanitation
50103053,Rats
50113211,Contamination
50018819,Contamination
50101203,Contamination
50119681,Contamination
50078062,Contamination
50048644,Contamination
50060215,Contamination
50091765,Roach
50108556,Sanitation
50044707,Temperature
50112987,Contamination
41554963,Temperature
50042099,Sanitation
50088759,Temperature
50069320,Rats
50117880,Contamination
50127254,Contamination
41539948,Rats
50114216,Rats
50108040,Temperature
50007379,Temperature
50125337,Contamination
41255436,Sanitation
50106487,Rats
50001699,Contamination
40947395,Rats
50090753,Rats
41116575,Contamination
50056921,Contamination
50033071,Contamination
41219576,Contamination
40654198,Contamination
50112740,Contamination
50079943,Roach
41304410,Flies
50091814,Contamination
41601943,Contamination
40546350,Rats
40705438,Contamination
50076996,Contamination
41712067,Temperature
50001835,Contamination
40570634,Contamination
50099946,Contamination
50059778,Temperature
41641642,Contamination
50070412,Flies
50093628,Temperature
50002771,Temperature
40391060,Contamination
50111539,Quality
50002576,Contamination
50001215,Temperature
50093824,Sanitation
41613806,Temperature
40933594,Flies
41682968,Contamination
